employee_id;nationality_group;native_language;is_expat_migrant;relocated_for_job;department;job_level;salary;hire_date;last_promotion_date;performance_rating;manager_id;team_size;inclusion_score;belonging_index;manager_inclusion_score;attrition;voluntary_exit;exit_reason
E0236;Central Europe;Czech;0;0;Operations;1;29423;22/02/2015;;1;M010;3;305;263;311;0;;
E0237;Lusophone Americas;Portuguese;1;1;Human Resources;3;48106;13/05/2015;;3;M040;11;374;293;306;0;;
E0238;Southern Europe;Italian;0;0;Human Resources;4;66748;03/11/2023;;3;M036;3;316;311;343;0;;
E0239;Southern Europe;Italian;0;0;IT;3;52765;20/06/2023;;4;M013;6;321;31;327;1;10;Lack of Growth
E0240;Anglophone Americas;English;1;1;Sales;1;29601;13/06/2015;30/09/2017;3;M050;12;291;278;305;0;;
E0241;Lusophone Europe;Portuguese;0;0;Sales;2;42167;02/11/2020;29/02/2024;2;M035;11;312;299;395;0;;
E0242;Francophone Europe;French;0;0;IT;1;27969;31/12/2019;03/02/2024;4;M040;6;301;322;321;0;;
E0243;Other;Arabic;1;1;Sales;1;25252;07/10/2020;;3;M003;7;301;257;219;1;0;Restructuring
E0244;Lusophone Americas;Portuguese;1;1;Research & Development;4;55701;11/01/2021;;4;M048;9;309;228;246;0;;
E0245;Lusophone Americas;Portuguese;1;1;Human Resources;1;25556;13/06/2021;;5;M027;9;271;255;32;1;10;Inclusion Issues
E0246;Lusophone Americas;Portuguese;1;1;Operations;1;23992;21/12/2015;28/08/2021;3;M026;3;365;286;35;1;10;Inclusion Issues
E0247;Lusophone Europe;Portuguese;0;0;IT;3;57708;15/02/2015;;3;M008;3;417;377;222;0;;
E0248;Central Europe;Czech;1;1;IT;4;57639;01/12/2021;;2;M012;12;272;286;262;0;;
E0249;Other;Other;1;1;IT;1;24330;18/06/2020;;3;M043;6;331;327;375;0;;
E0250;Lusophone Europe;Portuguese;0;0;Research & Development;2;36764;19/07/2018;;2;M021;6;324;304;263;0;;
E0251;Francophone Europe;French;1;1;Finance;2;32395;09/03/2021;19/04/2025;4;M018;5;346;297;333;0;;
E0252;Southern Europe;Greek;0;0;Operations;2;39646;21/05/2017;;3;M035;11;26;174;355;0;;
E0253;Francophone Europe;French;1;1;Human Resources;2;35634;20/11/2021;;4;M009;10;355;358;247;1;0;Contract End
E0254;Lusophone Americas;Portuguese;1;1;Research & Development;1;26653;19/01/2019;;5;M003;3;279;282;335;0;;
E0255;Lusophone Europe;Portuguese;0;0;Sales;2;38639;23/03/2019;;3;M042;4;302;268;39;0;;
E0256;Southern Europe;Italian;0;0;Operations;1;29955;07/12/2019;08/11/2020;3;M018;6;297;279;364;0;;
E0257;Southern Europe;Greek;1;1;IT;1;25950;16/08/2021;02/06/2024;1;M003;5;273;236;33;0;;
E0258;Lusophone Americas;Portuguese;0;0;Operations;5;91429;27/04/2021;;4;M047;7;34;329;329;0;;
E0259;Lusophone Europe;Portuguese;1;1;Operations;1;28157;27/12/2021;;3;M047;8;38;32;384;1;10;Lack of Growth
E0260;Southern Europe;Greek;1;1;Human Resources;1;27088;16/10/2023;;4;M006;10;32;247;249;0;;
E0261;Lusophone Americas;Portuguese;1;1;Human Resources;3;50551;28/05/2020;;3;M038;12;342;319;304;0;;
E0262;Francophone Europe;French;1;1;IT;3;42832;30/01/2015;;3;M021;9;325;279;362;0;;
E0263;Francophone Europe;French;1;1;IT;2;34063;02/04/2021;;3;M036;10;319;317;296;0;;
E0264;Southern Europe;Greek;1;1;IT;5;85451;25/10/2023;06/11/2025;4;M044;3;365;377;449;1;10;Better Opportunity
E0265;Other;Other;1;1;Sales;1;22350;30/06/2019;;3;M046;12;356;342;366;1;0;Contract End
E0266;Lusophone Europe;Portuguese;1;1;Operations;3;51295;13/01/2019;12/07/2019;5;M006;7;372;341;294;0;;
E0267;Lusophone Europe;Portuguese;0;0;Human Resources;4;70833;22/02/2023;;5;M023;8;389;344;314;0;;
E0268;Lusophone Europe;Portuguese;1;1;Operations;1;28760;03/10/2020;;4;M037;7;3;239;218;0;;
E0269;Central Europe;Polish;0;0;Finance;3;55240;23/04/2015;;3;M025;6;314;26;29;0;;
E0270;Lusophone Americas;Portuguese;1;1;IT;3;46079;01/01/2017;;3;M037;7;434;414;416;0;;
E0271;Francophone Europe;French;1;1;Sales;1;23298;08/12/2021;;4;M008;4;287;212;276;0;;
E0272;Lusophone Americas;Portuguese;1;1;Operations;4;69002;24/09/2020;20/06/2022;4;M009;3;264;201;332;0;;
E0273;Lusophone Americas;Portuguese;1;1;Research & Development;2;32906;16/07/2018;;1;M014;9;281;238;311;0;;
E0274;Francophone Europe;French;0;0;Sales;2;36469;12/05/2017;;4;M024;9;325;288;371;1;10;Better Opportunity
E0275;Lusophone Americas;Portuguese;0;0;Operations;2;34698;20/08/2016;;4;M031;3;376;375;437;0;;
E0276;Central Europe;Polish;1;1;Operations;1;22866;01/06/2017;;3;M041;4;297;237;354;1;10;Relocation
E0277;Francophone Europe;French;1;1;IT;5;85612;12/04/2022;;5;M019;8;293;301;348;1;10;Lack of Growth
E0278;Other;Mandarin;1;0;Finance;3;47893;20/10/2015;21/03/2018;3;M021;7;221;187;274;1;0;Restructuring
E0279;Other;Other;1;1;Human Resources;1;21898;05/05/2023;;2;M011;9;289;268;386;1;10;Inclusion Issues
E0280;Lusophone Americas;Portuguese;1;1;Finance;2;31324;10/01/2022;21/06/2025;4;M002;3;276;213;255;1;10;Relocation
E0281;Lusophone Europe;Portuguese;0;0;Research & Development;5;99505;26/12/2016;;3;M048;12;284;275;233;0;;
E0282;Francophone Europe;French;1;1;Sales;1;24614;03/07/2023;;3;M031;11;297;346;346;0;;
E0283;Lusophone Europe;Portuguese;0;0;Sales;3;55703;23/02/2021;;3;M036;9;326;306;336;0;;
E0284;Francophone Europe;French;0;0;Operations;3;54831;13/10/2022;;3;M048;11;3;283;292;0;;
E0285;Francophone Europe;French;1;1;Finance;1;23557;21/03/2015;22/02/2021;3;M012;4;315;301;334;1;10;Better Opportunity
E0286;Anglophone Americas;English;0;0;Finance;3;47079;25/11/2015;;5;M004;7;352;319;321;0;;
E0287;Francophone Europe;French;0;0;Human Resources;1;28609;16/10/2017;;5;M016;3;376;393;402;1;10;Relocation
E0288;Other;Mandarin;1;1;Operations;2;32693;24/03/2017;;2;M043;6;316;31;334;0;;
E0289;Lusophone Americas;Portuguese;1;1;Research & Development;1;25651;30/04/2020;;2;M050;4;32;329;322;0;;
E0290;Central Europe;German;1;1;IT;2;33681;21/07/2018;;4;M049;8;258;245;29;1;10;Lack of Growth
E0291;Lusophone Americas;Portuguese;1;1;Sales;2;34092;04/02/2021;10/09/2025;3;M039;11;353;354;252;0;;
E0292;Lusophone Europe;Portuguese;0;0;Human Resources;3;50303;15/12/2021;20/10/2022;4;M035;9;379;361;41;0;;
E0293;Lusophone Americas;Portuguese;1;1;Human Resources;1;22255;15/06/2016;14/02/2017;3;M032;6;373;362;378;0;;
E0294;Central Europe;Polish;1;1;IT;1;24397;05/07/2020;;4;M030;3;237;176;403;0;;
E0295;Southern Europe;Greek;1;1;Operations;1;23905;03/06/2017;;2;M047;6;268;237;303;0;;
E0296;Lusophone Americas;Portuguese;1;1;Operations;2;34816;02/03/2016;02/09/2017;3;M033;8;314;259;288;0;;
E0297;Other;Hindi;1;0;Sales;2;34959;17/08/2018;;3;M014;9;286;178;337;0;;
E0298;Anglophone Americas;English;0;0;Operations;1;26058;21/05/2018;14/02/2020;3;M021;3;478;442;221;0;;
E0299;Other;Mandarin;1;1;Research & Development;1;23950;12/08/2017;16/10/2019;2;M026;12;346;283;325;1;0;Restructuring
E0300;Lusophone Europe;Portuguese;0;0;Sales;1;30072;12/04/2019;31/01/2020;5;M022;8;262;263;303;0;;
E0301;Lusophone Americas;Portuguese;1;1;Human Resources;3;41376;17/11/2020;25/05/2024;3;M021;11;311;261;26;0;;
E0302;Central Europe;Czech;1;1;Sales;3;44525;03/05/2020;;1;M026;7;147;168;37;0;;
E0303;Lusophone Americas;Portuguese;1;1;Finance;3;46310;02/04/2023;;3;M018;9;269;313;403;0;;
E0304;Anglophone Americas;English;1;1;Sales;1;28641;17/12/2019;;3;M015;6;36;316;313;0;;
E0305;Lusophone Americas;Portuguese;1;1;Research & Development;4;55750;12/10/2022;;3;M031;3;28;302;355;0;;
E0306;Lusophone Europe;Portuguese;0;0;IT;1;28557;10/06/2022;;3;M004;7;411;386;414;0;;
E0307;Lusophone Europe;Portuguese;1;1;IT;4;72283;20/03/2015;29/08/2020;4;M015;9;241;214;387;0;;
E0308;Lusophone Americas;Portuguese;1;1;IT;1;24513;28/09/2018;;4;M002;8;287;245;297;1;0;Contract End
E0309;Francophone Europe;French;0;0;Finance;4;72278;01/05/2015;;5;M015;5;323;32;393;0;;
E0310;Central Europe;Czech;0;0;Finance;1;24896;03/07/2018;;3;M035;5;391;357;366;0;;
E0311;Southern Europe;Spanish;1;1;Operations;4;70497;21/08/2023;17/09/2025;5;M021;4;186;137;372;0;;
E0312;Central Europe;Polish;0;0;Finance;5;87800;13/05/2023;;4;M048;7;36;337;366;1;10;Relocation
E0313;Lusophone Europe;Portuguese;0;0;Research & Development;3;50243;19/09/2022;;2;M039;10;339;272;375;0;;
E0314;Francophone Europe;French;1;0;Sales;5;87672;10/04/2017;;2;M029;12;273;215;343;0;;
E0315;Francophone Europe;French;0;0;Operations;3;48486;05/07/2018;;5;M037;12;28;241;336;1;10;Inclusion Issues
E0316;Southern Europe;Spanish;0;0;Finance;5;82805;06/05/2019;;4;M004;6;317;276;389;0;;
E0317;Southern Europe;Italian;1;1;Human Resources;3;48707;31/03/2022;;4;M008;5;321;208;331;0;;
E0318;Lusophone Europe;Portuguese;0;0;IT;4;76426;05/01/2016;19/05/2020;4;M046;5;325;289;315;1;10;Lack of Growth
E0319;Lusophone Europe;Portuguese;0;0;Operations;3;47755;04/03/2021;;4;M022;12;419;327;355;0;;
E0320;Lusophone Americas;Portuguese;1;1;Finance;1;26554;10/04/2017;21/01/2022;3;M030;10;344;337;291;1;0;Performance
E0321;Lusophone Europe;Portuguese;0;0;Finance;1;28672;29/09/2017;;3;M041;11;365;307;347;0;;
E0322;Lusophone Americas;Portuguese;1;1;Sales;2;29624;31/12/2016;01/02/2019;4;M045;12;335;261;312;0;;
E0323;Central Europe;Polish;0;0;Human Resources;3;48295;02/04/2019;;4;M036;4;323;309;326;0;;
E0324;Lusophone Europe;Portuguese;0;0;Human Resources;2;42371;06/12/2020;;3;M045;12;312;375;281;0;;
E0325;Lusophone Europe;Portuguese;0;0;Operations;5;91667;15/06/2016;;3;M047;10;319;288;279;0;;
E0326;Lusophone Americas;Portuguese;1;1;IT;4;70583;23/08/2019;04/02/2022;3;M041;6;27;266;342;0;;
E0327;Southern Europe;Italian;1;1;Human Resources;1;24882;19/05/2021;;1;M012;6;278;278;288;0;;
E0328;Lusophone Europe;Portuguese;1;1;Operations;4;70591;30/04/2023;12/04/2025;3;M047;8;222;193;337;0;;
E0329;Anglophone Americas;English;1;1;Human Resources;2;36441;10/11/2016;;3;M039;4;375;294;328;1;10;Lack of Growth
E0330;Francophone Europe;French;0;0;Sales;1;25604;04/04/2016;;1;M013;4;308;27;344;0;;
E0331;Lusophone Europe;Portuguese;0;0;Finance;3;52294;12/09/2023;06/05/2026;4;M034;5;354;328;264;1;10;Better Opportunity
E0332;Southern Europe;Spanish;1;0;Human Resources;2;33769;23/06/2021;;4;M014;8;365;337;379;0;;
E0333;Southern Europe;Greek;1;1;Sales;1;26928;24/02/2016;09/08/2018;3;M018;5;385;324;313;0;;
E0334;Southern Europe;Greek;1;1;Finance;4;60883;19/12/2015;;2;M039;12;286;221;284;0;;
E0335;Anglophone Americas;English;0;0;IT;3;56977;18/11/2015;;4;M030;12;412;418;389;0;;
E0336;Central Europe;Czech;0;0;Finance;1;25359;01/12/2021;12/06/2024;3;M045;8;303;29;24;0;;
E0337;Lusophone Americas;Portuguese;1;1;Research & Development;1;24940;11/09/2020;09/10/2025;4;M007;8;302;267;322;0;;
E0338;Francophone Europe;French;1;0;Finance;1;25951;01/11/2019;;3;M022;11;373;328;311;0;;
E0339;Central Europe;Czech;0;0;Finance;1;27786;25/08/2018;;4;M012;7;348;31;411;0;;
E0340;Anglophone Americas;English;0;0;Human Resources;1;30733;06/07/2021;;4;M001;5;408;347;293;0;;
E0341;Lusophone Europe;Portuguese;1;1;Sales;1;27970;16/11/2019;;5;M006;12;466;425;318;0;;
E0342;Anglophone Americas;English;1;1;Sales;1;23494;04/11/2019;;3;M021;9;335;27;37;1;10;Better Opportunity
E0343;Lusophone Europe;Portuguese;0;0;Research & Development;1;30504;29/05/2016;20/04/2017;4;M010;10;276;169;358;0;;
E0344;Southern Europe;Greek;0;0;Finance;3;50402;04/10/2019;;3;M023;6;35;334;403;0;;
E0345;Southern Europe;Spanish;0;0;Sales;2;37652;12/02/2019;27/10/2019;3;M046;8;373;362;33;0;;
E0346;Other;Hindi;1;1;Operations;1;25017;02/07/2022;06/01/2026;4;M020;12;249;254;355;0;;
E0347;Lusophone Europe;Portuguese;0;0;Sales;2;42200;14/12/2023;29/11/2024;1;M039;7;341;262;392;0;;
E0348;Lusophone Americas;Portuguese;0;0;Operations;1;26223;03/06/2016;;4;M018;7;371;353;37;0;;
E0349;Lusophone Americas;Portuguese;1;0;IT;1;26478;06/12/2017;;3;M012;11;35;291;364;0;;
E0350;Lusophone Americas;Portuguese;0;0;Finance;3;45805;08/12/2019;;2;M037;8;364;353;353;0;;
E0351;Lusophone Americas;Portuguese;1;1;IT;5;80695;31/08/2022;;3;M010;11;325;289;389;0;;
E0352;Other;Arabic;1;1;Sales;5;88048;21/01/2018;17/01/2020;4;M017;12;251;179;394;0;;
E0353;Central Europe;Czech;0;0;Operations;2;38543;06/01/2017;26/07/2017;4;M005;3;278;273;322;0;;
E0354;Francophone Europe;French;1;1;Operations;3;53111;26/02/2022;27/04/2023;2;M039;5;277;207;4;0;;
E0355;Southern Europe;Spanish;0;0;IT;1;26087;29/05/2022;;4;M018;9;304;225;345;0;;
E0356;Francophone Europe;French;1;1;Human Resources;1;23779;12/10/2015;;5;M040;9;282;272;392;1;0;Performance
E0357;Lusophone Europe;Portuguese;0;0;Human Resources;1;25113;28/02/2023;25/11/2024;1;M032;5;349;313;388;1;10;Lack of Growth
E0358;Lusophone Americas;Portuguese;1;1;IT;3;47234;14/01/2015;;4;M050;10;332;33;383;0;;
E0359;Anglophone Americas;English;1;1;IT;1;29882;26/11/2015;;4;M019;6;326;302;316;0;;
E0360;Southern Europe;Greek;0;0;Finance;1;28314;31/03/2023;02/11/2023;2;M047;12;352;319;389;0;;
E0361;Lusophone Europe;Portuguese;0;0;Finance;5;83974;21/10/2018;18/09/2023;4;M026;4;367;38;223;0;;
E0362;Lusophone Europe;Portuguese;0;0;Human Resources;3;51861;20/03/2015;;5;M003;6;333;294;315;1;10;Better Opportunity
E0363;Southern Europe;Italian;0;0;Operations;1;29530;12/04/2016;;4;M015;4;348;278;394;0;;
E0364;Francophone Europe;French;1;0;Research & Development;3;45340;09/05/2016;03/02/2021;3;M045;8;189;135;322;0;;
E0365;Lusophone Americas;Portuguese;0;0;IT;3;52137;06/03/2015;;2;M001;5;42;353;306;0;;
E0366;Southern Europe;Italian;0;0;Research & Development;1;25931;19/01/2020;;5;M040;3;307;231;295;0;;
E0367;Lusophone Americas;Portuguese;1;1;Research & Development;1;28428;10/12/2021;;4;M035;11;336;361;318;1;0;Restructuring
E0368;Other;Other;1;1;Human Resources;1;21845;26/10/2017;28/10/2022;4;M030;3;241;226;35;1;10;Better Opportunity
E0369;Lusophone Europe;Portuguese;0;0;IT;2;38727;13/09/2019;27/12/2023;4;M015;4;34;32;332;0;;
E0370;Francophone Europe;French;1;1;Finance;1;25676;06/05/2019;;3;M013;8;219;22;335;1;10;Better Opportunity
E0371;Lusophone Americas;Portuguese;1;1;Sales;1;22406;29/11/2023;;4;M011;12;417;362;424;0;;
E0372;Other;Other;0;0;Sales;1;24765;07/10/2017;10/09/2020;3;M038;5;356;385;285;0;;
E0373;Lusophone Americas;Portuguese;1;1;Finance;2;35930;06/02/2016;;3;M036;3;302;238;349;1;0;Performance
E0374;Central Europe;German;0;0;Operations;3;44682;07/02/2020;;2;M046;9;376;367;433;0;;
E0375;Central Europe;German;0;0;Human Resources;2;38547;14/12/2020;01/11/2023;4;M045;12;244;203;345;0;;
E0376;Central Europe;German;1;0;Sales;4;60233;10/12/2021;27/06/2024;2;M036;4;28;196;308;1;10;Lack of Growth
E0377;Lusophone Europe;Portuguese;0;0;Research & Development;2;41629;24/08/2020;;3;M005;8;317;319;315;0;;
E0378;Central Europe;Czech;0;0;Finance;3;54070;10/10/2022;;5;M005;6;326;324;305;1;0;Performance
E0379;Other;Arabic;1;1;Research & Development;2;33080;13/01/2022;11/11/2024;5;M035;5;224;208;339;1;10;Inclusion Issues
E0380;Southern Europe;Greek;0;0;Finance;2;38632;28/10/2023;23/12/2025;4;M034;11;32;26;354;0;;
E0381;Southern Europe;Spanish;0;0;Research & Development;2;41447;19/08/2023;;2;M019;10;397;344;373;0;;
E0382;Lusophone Americas;Portuguese;1;1;Sales;2;32403;20/04/2017;;1;M021;8;372;358;384;0;;
E0383;Lusophone Europe;Portuguese;0;0;Finance;5;101122;20/02/2020;;2;M048;11;394;35;324;0;;
E0384;Other;Mandarin;1;1;Finance;2;31194;14/06/2015;12/01/2019;2;M002;9;221;181;316;1;10;Lack of Growth
E0385;Francophone Europe;French;0;0;Sales;1;24193;30/12/2019;;5;M033;9;365;357;245;0;;
E0386;Anglophone Americas;English;0;0;Finance;2;37577;11/03/2018;29/05/2020;5;M036;4;277;265;442;0;;
E0387;Anglophone Americas;English;1;1;Finance;3;53577;15/09/2021;13/05/2023;3;M034;8;436;428;341;0;;
E0388;Other;Other;1;1;Operations;3;39734;13/04/2019;10/07/2022;1;M020;12;253;213;4;0;;
E0389;Lusophone Americas;Portuguese;1;1;IT;4;64022;24/03/2018;;3;M045;6;404;374;207;0;;
E0390;Anglophone Americas;English;0;0;Sales;3;52735;14/10/2022;;3;M047;12;356;347;344;0;;
E0391;Lusophone Americas;Portuguese;0;0;Research & Development;2;31887;19/01/2019;;5;M023;3;335;343;395;0;;
E0392;Francophone Europe;French;1;1;Sales;4;67348;18/05/2018;13/10/2022;4;M007;11;297;21;295;1;10;Lack of Growth
E0393;Lusophone Europe;Portuguese;0;0;Research & Development;1;25678;24/06/2017;;4;M036;12;304;193;385;0;;
E0394;Southern Europe;Italian;0;0;Human Resources;1;25011;13/03/2015;;3;M024;5;265;269;244;0;;
E0395;Central Europe;Polish;1;1;IT;4;68063;06/08/2016;;3;M014;5;352;312;342;1;10;Lack of Growth
E0396;Francophone Europe;French;0;0;Operations;3;49549;02/11/2017;08/01/2020;4;M049;4;326;309;23;0;;
E0397;Southern Europe;Spanish;0;0;Human Resources;1;29717;10/02/2018;;3;M011;11;343;261;321;0;;
E0398;Central Europe;Czech;1;1;Sales;1;22857;19/02/2023;24/03/2024;5;M046;10;299;238;39;0;;
E0399;Other;Mandarin;0;0;Finance;2;34316;28/07/2019;28/10/2021;2;M008;11;361;37;322;1;10;Better Opportunity
E0400;Francophone Europe;French;0;0;Finance;1;26281;19/10/2019;05/09/2020;4;M031;8;289;315;5;0;;
E0401;Lusophone Americas;Portuguese;1;1;Human Resources;1;25118;21/02/2016;;4;M011;4;298;286;37;0;;
E0402;Francophone Europe;French;0;0;Sales;3;53106;28/08/2021;04/10/2025;5;M023;10;442;355;234;0;;
E0403;Lusophone Europe;Portuguese;0;0;Human Resources;1;27928;03/08/2017;;2;M007;3;378;304;371;0;;
E0404;Francophone Europe;French;0;0;Human Resources;3;51849;30/10/2020;;4;M013;7;355;298;291;0;;
E0405;Anglophone Americas;English;0;0;Human Resources;5;105740;02/05/2016;;3;M025;10;337;306;247;0;;
E0406;Central Europe;Polish;1;1;Finance;2;35203;27/05/2022;;3;M031;10;265;22;329;1;10;Lack of Growth
E0407;Anglophone Americas;English;0;0;Sales;2;34370;04/07/2015;19/01/2018;3;M048;12;454;421;328;0;;
E0408;Anglophone Americas;English;1;1;Research & Development;3;55091;26/09/2015;;2;M011;3;339;296;337;0;;
E0409;Anglophone Americas;English;1;1;Operations;1;26979;13/08/2018;;4;M007;6;29;296;344;0;;
E0410;Anglophone Americas;English;1;1;Human Resources;4;63836;14/07/2015;29/03/2019;3;M015;12;275;247;318;0;;
E0411;Lusophone Americas;Portuguese;1;1;Operations;2;35293;22/04/2022;;3;M020;9;298;242;307;0;;
E0412;Central Europe;Czech;1;1;IT;2;33948;30/05/2022;;4;M030;7;32;328;316;0;;
E0413;Central Europe;Polish;0;0;IT;3;50709;01/02/2019;;3;M048;7;359;293;41;0;;
E0414;Southern Europe;Italian;0;0;IT;1;28670;25/08/2017;;2;M013;3;245;222;434;0;;
E0415;Lusophone Europe;Portuguese;0;0;Human Resources;1;26472;30/04/2015;28/04/2020;3;M036;5;341;299;325;1;0;Performance
E0416;Francophone Europe;French;0;0;Finance;4;69968;05/01/2016;;4;M009;6;264;281;393;0;;
E0417;Lusophone Europe;Portuguese;0;0;Human Resources;1;25461;07/07/2018;13/04/2022;4;M048;6;382;334;367;0;;
E0418;Anglophone Americas;English;1;1;Human Resources;2;37847;11/02/2018;;5;M024;10;342;294;249;1;0;Restructuring
E0419;Southern Europe;Greek;0;0;Human Resources;3;54492;08/09/2017;02/05/2020;3;M045;8;392;322;304;0;;
E0420;Lusophone Americas;Portuguese;0;0;Sales;2;39460;27/06/2023;26/07/2024;4;M011;10;342;259;264;0;;
E0421;Anglophone Americas;English;1;1;Finance;2;39198;17/01/2023;;5;M007;5;301;231;299;0;;
E0422;Central Europe;Polish;0;0;Human Resources;3;46611;22/12/2019;;2;M026;6;384;325;309;1;10;Lack of Growth
E0423;Other;Mandarin;0;0;IT;2;37806;24/01/2020;;4;M017;5;269;182;35;0;;
E0424;Francophone Europe;French;0;0;Operations;1;29770;06/04/2021;;4;M006;10;318;304;414;1;10;Lack of Growth
E0425;Francophone Europe;French;0;0;Research & Development;5;82824;22/01/2023;;4;M030;10;408;405;376;0;;
E0426;Francophone Europe;French;1;1;Research & Development;3;45886;05/08/2022;05/02/2024;3;M010;3;413;365;378;0;;
E0427;Southern Europe;Italian;0;0;IT;2;32863;29/06/2016;;5;M026;6;312;227;337;1;10;Better Opportunity
E0428;Francophone Europe;French;0;0;IT;5;93350;23/05/2023;;1;M033;12;312;21;434;0;;
E0429;Lusophone Americas;Portuguese;1;1;Operations;2;32977;03/01/2016;22/06/2019;3;M017;4;266;329;205;0;;
E0430;Anglophone Americas;English;1;0;Operations;4;69224;20/11/2019;;3;M032;5;321;214;301;0;;
E0431;Anglophone Americas;English;1;1;Human Resources;2;35370;20/04/2016;;5;M003;10;271;287;282;0;;
E0432;Southern Europe;Spanish;1;1;Sales;1;25300;22/01/2018;;4;M014;12;305;278;34;0;;
E0433;Francophone Europe;French;1;1;Human Resources;4;63922;19/08/2022;21/03/2025;3;M007;8;332;311;376;0;;
E0434;Other;Arabic;1;1;Operations;5;83888;27/03/2023;;4;M009;6;211;231;272;1;0;Restructuring
E0435;Lusophone Europe;Portuguese;1;1;Research & Development;5;82373;02/05/2017;13/03/2022;3;M042;5;362;354;257;0;;
E0436;Central Europe;German;1;1;Sales;2;37828;05/05/2020;14/03/2024;3;M049;9;337;321;276;0;;
E0437;Anglophone Americas;English;0;0;Finance;3;54919;02/01/2023;10/04/2026;3;M042;11;399;379;419;0;;
E0438;Other;Hindi;0;0;Operations;2;34762;06/03/2021;03/12/2021;3;M033;9;348;28;369;0;;
E0439;Southern Europe;Italian;1;1;Operations;1;25956;26/10/2023;30/05/2025;1;M027;7;269;294;343;0;;
E0440;Anglophone Americas;English;1;1;Operations;1;26712;15/03/2015;06/05/2016;1;M042;10;265;204;353;0;;
E0441;Central Europe;Czech;1;1;Operations;2;36632;06/06/2019;;2;M009;3;333;36;329;1;10;Better Opportunity
E0442;Francophone Europe;French;1;1;Research & Development;2;30580;16/09/2016;;3;M032;10;29;299;347;1;10;Inclusion Issues
E0443;Anglophone Americas;English;1;1;IT;2;36200;28/06/2021;;3;M019;3;262;239;282;0;;
E0444;Southern Europe;Italian;1;1;Human Resources;2;30970;09/04/2022;;3;M032;12;263;267;323;0;;
E0445;Lusophone Americas;Portuguese;1;1;Finance;1;26683;21/10/2018;;4;M046;10;348;335;31;0;;
E0446;Central Europe;Czech;1;1;Research & Development;3;49552;25/06/2022;;2;M011;12;177;1;344;0;;
E0447;Lusophone Europe;Portuguese;0;0;Human Resources;5;91780;04/12/2017;;2;M033;3;366;3;367;0;;
E0448;Lusophone Europe;Portuguese;0;0;Human Resources;3;52711;11/09/2016;;4;M039;4;374;315;23;0;;
E0449;Lusophone Europe;Portuguese;0;0;Operations;3;56472;22/02/2016;;1;M007;5;281;201;365;0;;
E0450;Anglophone Americas;English;0;0;Human Resources;1;27625;18/07/2016;03/03/2018;3;M027;3;334;302;431;0;;
E0451;Lusophone Europe;Portuguese;0;0;IT;3;50260;16/06/2022;01/12/2025;3;M015;5;367;296;293;0;;
E0452;Southern Europe;Italian;0;0;Finance;1;24212;20/10/2020;;2;M021;9;36;345;337;1;0;Restructuring
E0453;Lusophone Europe;Portuguese;0;0;IT;3;56690;26/04/2018;;4;M045;11;406;325;322;0;;
E0454;Southern Europe;Greek;0;0;IT;2;38525;07/02/2021;;4;M029;8;372;381;283;0;;
E0455;Francophone Europe;French;1;1;Finance;3;43367;24/01/2021;29/01/2022;3;M020;11;282;296;444;0;;
E0456;Francophone Europe;French;0;0;Operations;1;24041;08/03/2019;09/07/2022;3;M004;4;365;285;361;1;10;Better Opportunity
E0457;Central Europe;Czech;0;0;IT;3;54610;15/08/2017;;3;M046;12;293;215;303;0;;
E0458;Lusophone Europe;Portuguese;0;0;Research & Development;3;56098;02/12/2015;17/10/2018;4;M031;6;345;279;356;0;;
E0459;Lusophone Europe;Portuguese;0;0;Operations;2;37301;08/12/2019;;5;M047;9;362;308;395;1;10;Inclusion Issues
E0460;Lusophone Americas;Portuguese;1;1;Research & Development;5;92268;30/09/2021;;2;M024;12;376;328;399;1;10;Lack of Growth
E0461;Francophone Europe;French;0;0;Research & Development;3;48982;03/06/2018;;3;M048;10;413;372;354;0;;
E0462;Francophone Europe;French;0;0;Finance;2;38406;16/10/2021;22/01/2023;3;M030;10;356;311;315;0;;
E0463;Lusophone Americas;Portuguese;1;0;Sales;2;37793;03/04/2023;29/12/2023;4;M046;3;24;189;323;1;10;Better Opportunity
E0464;Lusophone Europe;Portuguese;0;0;Operations;1;27837;18/03/2015;13/12/2020;3;M002;7;288;265;303;0;;
E0465;Southern Europe;Italian;1;1;Sales;2;36941;06/04/2015;06/10/2016;3;M034;8;284;266;402;0;;
E0466;Francophone Europe;French;1;0;IT;1;24384;22/04/2015;;3;M007;8;312;327;422;1;0;Contract End
E0467;Lusophone Americas;Portuguese;0;0;Operations;1;26374;28/08/2020;;2;M004;8;3;278;289;0;;
E0468;Southern Europe;Italian;0;0;Operations;3;47857;22/03/2021;;2;M037;9;335;238;372;0;;
E0469;Southern Europe;Spanish;1;0;Research & Development;2;38275;25/01/2020;11/02/2025;3;M040;7;283;237;445;1;10;Inclusion Issues
E0470;Other;Mandarin;1;1;Human Resources;1;21289;03/01/2016;;2;M009;11;317;357;339;1;10;Inclusion Issues
E0471;Southern Europe;Italian;0;0;IT;2;34969;10/08/2018;04/09/2021;5;M022;3;353;308;4;1;10;Better Opportunity
E0472;Lusophone Europe;Portuguese;0;0;Operations;1;30531;21/04/2022;20/12/2022;4;M043;10;318;271;299;0;;
E0473;Southern Europe;Italian;1;1;IT;5;82762;01/03/2017;;3;M002;7;267;19;373;0;;
